timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-02 06:00:00,14,12.9,237,3.1
2022-03-02 07:00:00,11,14.8,35,3.1
2022-03-02 07:00:00,12,13.3,307,1.9
2022-03-02 07:00:00,13,13.5,33,2.6
2022-03-02 07:00:00,14,12.3,92,2.6
2022-03-02 07:00:00,15,10.7,305,2.5
2022-03-02 08:00:00,11,13.8,0,3.6
2022-03-02 08:00:00,12,10.1,198,3.0
2022-03-02 08:00:00,13,14.6,331,4.5
2022-03-02 08:00:00,14,9.5,142,1.8
2022-03-02 08:00:00,15,11.3,65,2.3
2022-03-02 09:00:00,11,9.8,167,3.4
2022-03-02 09:00:00,12,13.6,122,3.4
2022-03-02 09:00:00,13,10.2,33,1.8
2022-03-02 10:00:00,12,9.3,359,3.5
2022-03-02 10:00:00,13,13.1,129,3.8
2022-03-02 10:00:00,14,14.7,312,4.4
2022-03-02 10:00:00,15,14.4,309,3.0
2022-03-02 11:00:00,12,13.8,153,4.4
2022-03-02 11:00:00,13,11.8,146,3.5
2022-03-02 11:00:00,14,10.2,31,3.8
2022-03-02 12:00:00,11,9.5,25,3.2
2022-03-02 12:00:00,12,13.8,127,4.1
2022-03-02 12:00:00,13,10.5,282,4.2
2022-03-02 12:00:00,14,13.7,199,2.6
2022-03-02 13:00:00,11,14.2,73,4.5
2022-03-02 13:00:00,12,14.7,201,3.4
2022-03-02 13:00:00,13,9.0,296,3.1
2022-03-02 13:00:00,14,12.7,150,2.7
2022-03-02 13:00:00,15,14.7,257,2.9
2022-03-02 14:00:00,11,12.5,278,3.4
2022-03-02 14:00:00,12,14.8,310,3.8
2022-03-02 14:00:00,13,12.7,252,2.3
2022-03-02 14:00:00,14,11.5,276,3.4
2022-03-02 14:00:00,15,12.1,341,3.2
2022-03-02 15:00:00,11,13.7,223,3.8
2022-03-02 15:00:00,12,9.3,337,2.5
2022-03-02 16:00:00,12,14.5,230,2.5
2022-03-02 16:00:00,13,14.8,144,1.9
2022-03-02 16:00:00,14,14.4,232,4.1
2022-03-02 16:00:00,15,9.2,261,2.3
2022-03-02 17:00:00,11,13.7,11,3.4
2022-03-02 17:00:00,12,14.5,186,2.4
2022-03-02 17:00:00,13,12.3,177,2.5
2022-03-02 17:00:00,14,13.3,52,1.8
2022-03-02 17:00:00,15,11.5,207,3.6
2022-03-02 18:00:00,13,14.0,126,2.6
2022-03-02 18:00:00,14,11.2,255,1.9
2022-03-02 19:00:00,11,10.1,354,4.2
2022-03-02 19:00:00,12,14.1,19,2.7
2022-03-02 19:00:00,13,12.3,176,4.3
2022-03-02 19:00:00,14,9.5,309,2.7
2022-03-02 19:00:00,15,11.6,186,2.8
2022-03-02 20:00:00,11,14.5,169,1.9
2022-03-02 20:00:00,12,9.8,98,2.7
2022-03-02 20:00:00,13,11.0,352,4.1
2022-03-02 20:00:00,14,12.3,320,2.7
2022-03-02 21:00:00,11,12.2,85,3.0
2022-03-02 21:00:00,12,15.0,211,2.8
2022-03-02 21:00:00,14,12.9,218,1.8
2022-03-02 21:00:00,15,12.0,341,3.6
2022-03-02 22:00:00,12,9.4,45,1.8
2022-03-02 22:00:00,13,13.2,320,3.0
2022-03-02 22:00:00,15,11.9,160,3.7
2022-03-02 23:00:00,11,9.7,350,2.8
2022-03-02 23:00:00,12,11.0,276,2.0
2022-03-02 23:00:00,14,10.9,313,3.3
2022-03-02 23:00:00,15,11.6,303,3.8
2022-03-03 00:00:00,11,13.0,26,2.7
2022-03-03 00:00:00,12,13.1,222,1.9
2022-03-03 00:00:00,14,10.0,144,2.2
2022-03-03 01:00:00,14,9.5,205,2.3
2022-03-03 01:00:00,15,13.2,252,2.2
2022-03-03 02:00:00,11,9.6,41,3.1
2022-03-03 02:00:00,12,11.9,173,4.0
2022-03-03 02:00:00,13,13.1,99,3.6
2022-03-03 02:00:00,14,14.6,192,3.5
2022-03-03 02:00:00,15,11.2,236,3.6
2022-03-03 03:00:00,11,9.5,49,2.3
2022-03-03 03:00:00,12,11.4,46,2.3
2022-03-03 03:00:00,13,14.6,359,2.6
2022-03-03 03:00:00,14,9.4,221,2.4
2022-03-03 03:00:00,15,9.1,35,2.5
2022-03-03 04:00:00,11,12.3,297,3.3
2022-03-03 04:00:00,12,12.2,253,2.4
2022-03-03 04:00:00,13,13.5,95,2.1
2022-03-03 04:00:00,14,10.8,56,2.6
2022-03-03 04:00:00,15,9.0,294,2.0
2022-03-03 05:00:00,12,13.3,82,2.0
2022-03-03 05:00:00,13,10.7,277,3.4
2022-03-03 05:00:00,14,10.3,320,2.6
2022-03-03 05:00:00,15,14.5,313,3.4
2022-03-03 06:00:00,11,13.7,199,4.0
2022-03-03 06:00:00,12,13.5,113,3.3
2022-03-03 06:00:00,13,12.0,347,1.6
2022-03-03 06:00:00,14,11.9,32,2.9
2022-03-03 06:00:00,15,13.1,354,3.3
2022-03-03 07:00:00,11,12.1,133,2.5
2022-03-03 07:00:00,12,11.2,120,1.7
2022-03-03 07:00:00,13,14.9,62,3.8
2022-03-03 07:00:00,14,14.3,14,4.3
2022-03-03 08:00:00,11,12.3,347,1.6
2022-03-03 08:00:00,12,11.2,223,3.3
2022-03-03 08:00:00,13,14.2,69,2.7
2022-03-03 08:00:00,14,13.8,60,2.4
2022-03-03 08:00:00,15,11.9,174,4.4
2022-03-03 09:00:00,11,14.6,151,2.4
2022-03-03 09:00:00,12,12.2,291,2.6
2022-03-03 09:00:00,13,12.0,91,3.9
2022-03-03 09:00:00,14,14.3,250,4.1
2022-03-03 09:00:00,15,11.2,297,1.6
2022-03-03 10:00:00,11,13.3,356,4.2
2022-03-03 10:00:00,12,11.6,142,2.2
2022-03-03 10:00:00,14,11.5,204,2.4
2022-03-03 10:00:00,15,14.8,287,4.4
2022-03-03 11:00:00,12,11.6,189,2.7
2022-03-03 11:00:00,13,9.1,339,3.2
2022-03-03 11:00:00,15,10.7,156,3.7
2022-03-03 12:00:00,11,9.2,89,4.5
2022-03-03 12:00:00,12,12.6,88,1.9
2022-03-03 12:00:00,13,9.7,12,2.3
2022-03-03 12:00:00,14,14.6,27,2.6
2022-03-03 13:00:00,11,11.8,127,3.4
2022-03-03 13:00:00,13,14.2,160,1.8
2022-03-03 13:00:00,15,11.4,280,1.6
2022-03-03 14:00:00,11,12.5,175,2.5
2022-03-03 14:00:00,13,13.1,183,2.8
2022-03-03 14:00:00,15,12.2,294,2.9
2022-03-03 15:00:00,11,14.7,65,2.8
2022-03-03 15:00:00,12,9.6,26,3.7
2022-03-03 15:00:00,13,13.2,178,3.5
2022-03-03 15:00:00,14,13.6,153,2.5
2022-03-03 16:00:00,11,11.3,322,4.1
2022-03-03 16:00:00,14,14.1,0,3.9
2022-03-03 16:00:00,15,11.8,311,2.3
2022-03-03 17:00:00,12,9.6,158,2.2
2022-03-03 17:00:00,13,11.4,101,1.6
2022-03-03 17:00:00,14,13.1,226,3.4
2022-03-03 17:00:00,15,13.1,143,3.9
2022-03-03 18:00:00,11,12.9,253,1.9
2022-03-03 18:00:00,12,12.7,85,2.0
2022-03-03 18:00:00,13,10.5,60,4.3
2022-03-03 18:00:00,14,13.6,123,1.6
2022-03-03 19:00:00,11,10.3,349,3.0
2022-03-03 19:00:00,13,12.1,90,1.8
2022-03-03 19:00:00,14,12.0,105,3.3
2022-03-03 19:00:00,15,14.3,12,2.9
2022-03-03 20:00:00,11,9.2,208,2.8
2022-03-03 20:00:00,12,9.8,331,3.0
2022-03-03 20:00:00,14,11.5,66,2.6
2022-03-03 21:00:00,11,14.3,66,2.7
2022-03-03 21:00:00,12,12.6,221,1.8
2022-03-03 21:00:00,13,9.9,55,1.9
2022-03-03 21:00:00,14,14.5,288,3.5
2022-03-03 21:00:00,15,13.9,300,1.6
2022-03-03 22:00:00,11,13.9,64,4.1
2022-03-03 22:00:00,12,12.7,169,2.4
2022-03-03 22:00:00,13,15.0,196,3.7
2022-03-03 22:00:00,15,12.7,1,1.8
2022-03-03 23:00:00,11,13.3,181,3.3
2022-03-03 23:00:00,12,14.8,294,3.1
2022-03-03 23:00:00,13,10.5,16,1.6
2022-03-03 23:00:00,14,15.0,232,3.9
2022-03-04 00:00:00,11,10.7,136,2.8
2022-03-04 00:00:00,14,10.5,68,1.5
2022-03-04 00:00:00,15,14.5,312,3.9
2022-03-04 01:00:00,11,12.6,243,2.7
2022-03-04 01:00:00,12,14.2,13,3.4
2022-03-04 01:00:00,13,13.7,322,2.5
2022-03-04 01:00:00,14,14.4,105,4.1
2022-03-04 01:00:00,15,13.7,237,3.6
2022-03-04 02:00:00,11,14.9,337,2.6
2022-03-04 02:00:00,12,10.9,299,2.2
2022-03-04 02:00:00,13,12.0,154,3.1
2022-03-04 02:00:00,14,9.6,354,2.6
2022-03-04 03:00:00,11,11.4,247,3.9
2022-03-04 03:00:00,12,12.1,290,2.8
2022-03-04 03:00:00,13,13.9,133,4.2
2022-03-04 03:00:00,14,10.4,196,3.7
2022-03-04 03:00:00,15,14.2,1,3.8
2022-03-04 04:00:00,11,14.7,259,1.9
2022-03-04 04:00:00,12,11.9,154,2.8
2022-03-04 04:00:00,13,12.7,21,1.8
2022-03-04 04:00:00,14,13.8,163,4.4
2022-03-04 04:00:00,15,14.2,271,3.6
2022-03-04 05:00:00,11,10.5,196,3.9
2022-03-04 05:00:00,12,13.1,108,3.1
2022-03-04 05:00:00,13,11.4,198,1.6
2022-03-04 05:00:00,14,14.0,65,2.6
2022-03-04 06:00:00,11,10.8,296,2.2
2022-03-04 06:00:00,12,9.0,43,2.4
2022-03-04 06:00:00,13,14.1,57,2.5
2022-03-04 06:00:00,14,14.7,274,2.3
2022-03-04 07:00:00,11,9.7,354,1.5
2022-03-04 07:00:00,12,14.7,103,4.1
2022-03-04 07:00:00,13,12.5,140,4.0
2022-03-04 07:00:00,14,12.3,250,3.7
2022-03-04 07:00:00,15,9.8,150,1.8
2022-03-04 08:00:00,11,11.6,202,4.0
2022-03-04 08:00:00,13,10.2,93,4.5
2022-03-04 08:00:00,14,9.9,354,2.1
2022-03-04 08:00:00,15,12.5,171,2.0
2022-03-04 09:00:00,14,14.6,318,3.4
2022-03-04 09:00:00,15,13.8,187,3.2
2022-03-04 10:00:00,11,12.1,247,4.1
2022-03-04 10:00:00,12,12.6,101,2.6
2022-03-04 10:00:00,13,13.4,247,1.7
2022-03-04 10:00:00,14,11.9,130,2.8
2022-03-04 10:00:00,15,13.6,77,3.7
2022-03-04 11:00:00,11,12.9,71,2.0
2022-03-04 11:00:00,12,10.4,45,2.1
2022-03-04 11:00:00,14,13.3,348,2.1
2022-03-04 11:00:00,15,12.4,350,4.1
2022-03-04 12:00:00,11,10.1,349,2.8
2022-03-04 12:00:00,13,11.2,346,2.2
2022-03-04 12:00:00,14,12.4,212,3.0
2022-03-04 12:00:00,15,11.0,197,3.9
2022-03-04 13:00:00,11,9.1,8,4.3
2022-03-04 13:00:00,12,10.6,5,1.7
2022-03-04 13:00:00,13,12.6,37,3.5
2022-03-04 14:00:00,11,14.3,191,2.8
2022-03-04 14:00:00,12,10.8,33,3.3
2022-03-04 14:00:00,14,14.6,303,3.4
2022-03-04 14:00:00,15,11.1,348,2.3
2022-03-04 15:00:00,11,9.8,87,2.8
2022-03-04 15:00:00,13,12.3,110,1.8
2022-03-04 15:00:00,14,14.8,272,4.4
2022-03-04 15:00:00,15,12.3,29,1.6
2022-03-04 17:00:00,11,13.1,57,4.0
2022-03-04 17:00:00,12,14.7,157,1.7
2022-03-04 17:00:00,13,9.6,246,3.5
2022-03-04 17:00:00,15,11.5,62,2.1
2022-03-04 18:00:00,12,9.4,118,2.0
2022-03-04 18:00:00,13,12.5,150,4.3
2022-03-04 18:00:00,14,12.6,350,3.9
2022-03-04 19:00:00,11,11.8,102,1.6
2022-03-04 19:00:00,13,11.5,218,2.8
2022-03-04 19:00:00,14,12.7,259,1.5
2022-03-04 20:00:00,13,11.1,276,4.3
2022-03-04 20:00:00,14,11.0,47,2.9
2022-03-04 20:00:00,15,14.0,139,3.7
2022-03-04 21:00:00,11,14.3,185,3.9
2022-03-04 21:00:00,12,11.2,199,1.6
2022-03-04 21:00:00,13,11.7,71,4.2
2022-03-04 21:00:00,14,9.7,171,3.4
2022-03-04 21:00:00,15,11.2,22,4.2
2022-03-04 22:00:00,12,9.6,306,1.9
2022-03-04 22:00:00,13,13.5,254,3.5
2022-03-04 22:00:00,14,14.3,57,2.8
2022-03-04 22:00:00,15,13.9,13,3.8
2022-03-04 23:00:00,11,10.7,162,2.7
2022-03-04 23:00:00,12,12.3,17,2.9
2022-03-04 23:00:00,13,9.1,294,3.2
2022-03-04 23:00:00,15,11.6,114,1.8
2022-03-05 00:00:00,11,11.9,340,2.1
2022-03-05 00:00:00,12,9.8,240,2.3
2022-03-05 00:00:00,13,10.0,37,3.4
2022-03-05 00:00:00,14,14.9,22,4.1
2022-03-05 01:00:00,11,12.1,220,3.0
2022-03-05 01:00:00,12,11.0,218,1.6
2022-03-05 01:00:00,13,14.6,340,2.3
2022-03-05 01:00:00,14,9.7,161,1.9
2022-03-05 01:00:00,15,14.8,156,2.2
2022-03-05 02:00:00,11,11.2,114,3.2
2022-03-05 02:00:00,13,10.0,69,4.1
2022-03-05 02:00:00,14,14.8,238,2.2
2022-03-05 02:00:00,15,13.7,48,3.2
2022-03-05 03:00:00,11,14.9,321,3.7
2022-03-05 03:00:00,12,14.5,217,3.3
2022-03-05 03:00:00,13,10.6,41,3.3
2022-03-05 03:00:00,15,10.5,247,3.8
2022-03-05 04:00:00,11,11.4,20,3.4
2022-03-05 04:00:00,12,14.2,168,2.2
2022-03-05 04:00:00,13,11.0,302,1.7
2022-03-05 04:00:00,14,14.5,261,2.4
2022-03-05 05:00:00,11,9.6,26,2.4
2022-03-05 05:00:00,12,10.1,63,3.1
2022-03-05 05:00:00,13,10.2,106,2.8
2022-03-05 05:00:00,14,9.6,238,2.7
2022-03-05 05:00:00,15,11.0,339,4.5
2022-03-05 06:00:00,11,11.1,86,3.9
2022-03-05 06:00:00,12,9.9,156,2.9
2022-03-05 06:00:00,13,12.9,299,3.2
2022-03-05 06:00:00,15,10.1,226,2.0
2022-03-05 07:00:00,12,11.6,67,4.1
2022-03-05 07:00:00,13,12.4,67,4.2
2022-03-05 07:00:00,15,12.9,300,3.8
2022-03-05 08:00:00,12,12.6,340,2.3
2022-03-05 08:00:00,13,10.7,106,1.8
2022-03-05 08:00:00,14,9.9,22,1.6
2022-03-05 08:00:00,15,14.9,151,3.0
2022-03-05 09:00:00,11,12.1,169,2.0
2022-03-05 09:00:00,13,13.8,130,1.9
2022-03-05 09:00:00,14,14.6,294,4.3
2022-03-05 09:00:00,15,9.1,302,3.5
2022-03-05 10:00:00,11,13.2,32,2.3
2022-03-05 10:00:00,13,11.7,32,3.2
2022-03-05 10:00:00,14,12.2,219,3.4
2022-03-05 11:00:00,11,13.7,9,4.0
2022-03-05 11:00:00,13,12.1,166,3.0
2022-03-05 11:00:00,14,10.5,112,2.6
2022-03-05 11:00:00,15,13.6,33,1.6
2022-03-05 12:00:00,11,10.1,138,2.7
2022-03-05 12:00:00,12,10.9,24,4.5
2022-03-05 12:00:00,15,9.8,267,3.4
2022-03-05 13:00:00,11,9.8,90,2.5
2022-03-05 13:00:00,12,13.2,36,2.5
2022-03-05 13:00:00,13,13.7,219,1.9
2022-03-05 13:00:00,14,14.4,189,2.2
2022-03-05 13:00:00,15,13.9,244,4.5
2022-03-05 14:00:00,11,12.7,62,2.2
2022-03-05 14:00:00,12,11.8,303,3.3
2022-03-05 14:00:00,13,10.9,294,1.8
2022-03-05 14:00:00,14,12.8,88,4.0
2022-03-05 15:00:00,12,13.8,298,3.3
2022-03-05 15:00:00,13,9.3,73,2.7
2022-03-05 15:00:00,14,11.5,278,3.8
2022-03-05 15:00:00,15,11.8,99,3.3
2022-03-05 16:00:00,11,9.2,292,1.7
2022-03-05 16:00:00,12,9.4,98,3.8
2022-03-05 16:00:00,13,12.7,148,2.8
2022-03-05 16:00:00,15,11.3,143,3.9
2022-03-05 17:00:00,11,14.0,313,1.9
2022-03-05 17:00:00,12,12.8,255,3.6
2022-03-05 17:00:00,13,11.2,245,2.3
2022-03-05 17:00:00,14,14.8,289,2.8
2022-03-05 17:00:00,15,11.2,204,3.1
2022-03-05 18:00:00,11,10.8,66,3.7
2022-03-05 18:00:00,13,12.2,130,3.6
2022-03-05 18:00:00,15,9.6,9,3.3
2022-03-05 20:00:00,12,13.8,148,4.0
2022-03-05 20:00:00,13,13.7,90,3.0
2022-03-05 20:00:00,14,13.8,309,2.5
2022-03-05 20:00:00,15,13.0,159,1.9
2022-03-05 21:00:00,11,13.1,16,3.2
2022-03-05 21:00:00,12,9.9,313,3.6
2022-03-05 21:00:00,13,13.7,226,2.7
2022-03-05 21:00:00,14,14.8,355,3.5
2022-03-05 21:00:00,15,9.7,331,4.3
2022-03-05 22:00:00,11,14.4,306,2.4
2022-03-05 22:00:00,12,10.2,45,2.7
2022-03-05 22:00:00,13,13.0,189,2.2
2022-03-05 22:00:00,14,12.9,181,3.4
2022-03-05 22:00:00,15,13.0,69,3.7
2022-03-05 23:00:00,12,13.0,141,3.0
2022-03-05 23:00:00,14,10.1,122,3.3
2022-03-05 23:00:00,15,12.3,1,1.7
2022-03-06 00:00:00,11,13.1,238,2.8
2022-03-06 00:00:00,12,9.8,295,2.7
2022-03-06 00:00:00,15,14.0,292,2.5
2022-03-06 01:00:00,12,12.7,286,1.9
2022-03-06 01:00:00,13,11.6,280,4.0
2022-03-06 01:00:00,15,14.4,144,4.5
2022-03-06 02:00:00,12,10.9,133,1.7
2022-03-06 02:00:00,13,11.0,75,2.5
2022-03-06 02:00:00,14,10.8,253,2.8
2022-03-06 02:00:00,15,14.1,274,2.0
2022-03-06 03:00:00,11,10.7,346,2.8
2022-03-06 04:00:00,11,11.1,184,4.4
2022-03-06 04:00:00,12,14.1,300,2.0
2022-03-06 04:00:00,13,9.4,115,2.7
2022-03-06 04:00:00,14,12.4,88,1.7
2022-03-06 04:00:00,15,10.8,146,2.6
2022-03-06 05:00:00,11,9.6,108,2.5
2022-03-06 05:00:00,12,12.8,283,2.6
2022-03-06 05:00:00,13,13.2,124,3.6
2022-03-06 05:00:00,14,9.0,335,4.1
2022-03-06 05:00:00,15,12.6,206,4.2
2022-03-06 06:00:00,12,9.0,122,4.2
2022-03-06 06:00:00,14,11.1,62,3.5
2022-03-06 06:00:00,15,13.0,66,3.4
2022-03-06 07:00:00,12,9.2,68,2.2
2022-03-06 07:00:00,15,14.3,233,2.2
2022-03-06 08:00:00,11,9.5,222,3.4
2022-03-06 08:00:00,12,9.2,314,3.4
2022-03-06 08:00:00,13,14.4,188,3.3
2022-03-06 08:00:00,14,13.7,106,2.8
2022-03-06 09:00:00,11,13.6,85,2.6
2022-03-06 09:00:00,15,12.5,58,2.3
2022-03-06 10:00:00,11,12.8,351,2.8
2022-03-06 10:00:00,12,11.0,190,3.1
2022-03-06 10:00:00,13,12.1,242,1.7
2022-03-06 10:00:00,14,11.6,296,1.7
2022-03-06 11:00:00,11,10.0,221,2.9
2022-03-06 11:00:00,12,13.6,34,4.0
2022-03-06 11:00:00,14,10.8,331,2.3
2022-03-06 12:00:00,11,11.7,261,3.5
2022-03-06 12:00:00,12,13.6,292,2.4
2022-03-06 12:00:00,13,13.6,253,2.9
2022-03-06 12:00:00,15,12.8,339,4.5
2022-03-06 13:00:00,11,10.8,191,1.7
2022-03-06 13:00:00,12,10.0,24,3.9
2022-03-06 13:00:00,13,9.8,352,3.4
2022-03-06 13:00:00,14,11.7,94,3.6
2022-03-06 13:00:00,15,10.1,27,4.4
2022-03-06 14:00:00,11,11.9,213,4.5
2022-03-06 14:00:00,12,14.1,193,1.8
2022-03-06 14:00:00,13,9.4,151,2.2
2022-03-06 14:00:00,14,13.9,350,2.7
2022-03-06 14:00:00,15,14.0,310,1.8
2022-03-06 15:00:00,11,11.2,16,3.5
2022-03-06 15:00:00,12,14.5,158,1.9
2022-03-06 15:00:00,13,13.8,338,1.8
2022-03-06 15:00:00,14,13.3,324,3.2
2022-03-06 15:00:00,15,13.0,199,3.8
2022-03-06 16:00:00,12,13.8,57,3.2
2022-03-06 16:00:00,13,13.8,179,2.8
2022-03-06 16:00:00,14,14.8,175,3.2
2022-03-06 16:00:00,15,12.3,227,3.7
2022-03-06 17:00:00,11,11.7,169,2.3
2022-03-06 17:00:00,12,11.1,132,1.8
2022-03-06 17:00:00,15,13.9,23,2.9
2022-03-06 18:00:00,11,9.8,321,2.6
2022-03-06 18:00:00,12,11.5,8,3.9
2022-03-06 18:00:00,14,12.4,190,3.8
2022-03-06 18:00:00,15,12.6,229,4.4
2022-03-06 19:00:00,12,11.6,282,2.8
2022-03-06 19:00:00,13,10.6,225,3.5
2022-03-06 19:00:00,14,10.1,216,3.0
2022-03-06 20:00:00,11,9.2,258,1.6
2022-03-06 20:00:00,12,12.6,205,3.9
2022-03-06 20:00:00,14,14.6,146,2.5
2022-03-06 20:00:00,15,12.2,317,3.8
2022-03-06 21:00:00,11,12.1,251,2.1
2022-03-06 21:00:00,12,9.9,114,4.1
2022-03-06 21:00:00,13,12.7,354,2.8
2022-03-06 21:00:00,14,14.0,319,1.8
2022-03-06 21:00:00,15,13.9,155,3.1
2022-03-06 22:00:00,11,12.1,115,1.7
2022-03-06 22:00:00,12,9.2,294,3.4
2022-03-06 22:00:00,13,11.8,60,3.7
2022-03-06 22:00:00,14,9.3,185,4.5
2022-03-06 22:00:00,15,14.8,109,4.0
2022-03-06 23:00:00,12,11.2,27,2.1
2022-03-06 23:00:00,13,12.8,193,2.1
